"RPT_PERIOD","R_S_NAME","LINE_NUM","PROD_CODE","PROD_NAME","PORT_CODE","PORT_CITY","PORT_STATE","PORT_PADD","GCTRY_CODE","CNTRY_NAME","QUANTITY","SULFUR","APIGRAVITY","PCOMP_RNAM","PCOMP_SITEID","PCOMP_SNAM","PCOMP_STAT","STATE_NAME","PCOMP_PADD"
"2016-03-31","PAR HAWAII REFINING LLC","1","025","Crude Oil","3201","HONOLU/PEARL, HA","HAWAII","5","805","RUSSIA","700","0.28","35.4","PAR HAWAII REFINING LLC","363","KAPOLEI","HI","HAWAII","5"
"2016-03-31","SIGNATURE FLIGHT SUPPORT","1","216","Jet Fuel, Kerosene-Type (Bonded)","3201","HONOLU/PEARL, HA","HAWAII","5","515","KOREA, SOUTH","115","0","0","","","","","",""
"2016-03-31","SIGNATURE FLIGHT SUPPORT","2","215","Jet Fuel, Kerosene-Type","3201","HONOLU/PEARL, HA","HAWAII","5","515","KOREA, SOUTH","200","0","0","","","","","",""
"2016-03-31","WORLD FUEL SERVICES INC","2","215","Jet Fuel, Kerosene-Type","3201","HONOLU/PEARL, HA","HAWAII","5","515","KOREA, SOUTH","200","0","0","","","","","",""
"2016-04-30","CHEVRON USA INC","83","465","Distillate, 15 ppm Sulfur and under","3201","HONOLU/PEARL, HA","HAWAII","5","260","CANADA","45","0","0","","","","","",""
"2016-04-30","CHEVRON USA INC","62","215","Jet Fuel, Kerosene-Type","3201","HONOLU/PEARL, HA","HAWAII","5","515","KOREA, SOUTH","75","0","0","","","","","",""
"2016-04-30","CHEVRON USA INC","81","215","Jet Fuel, Kerosene-Type","3201","HONOLU/PEARL, HA","HAWAII","5","515","KOREA, SOUTH","40","0","0","","","","","",""
"2016-04-30","CHEVRON USA INC","23","025","Crude Oil","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","420","0.1","33.58","","","","","",""
"2016-04-30","CHEVRON USA INC","85","510","Residual Fuel, Over 1.00% Sulfur","3201","HONOLU/PEARL, HA","HAWAII","5","260","CANADA","29","1.52","0","","","","","",""
"2016-04-30","CHEVRON USA INC","25","025","Crude Oil","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","481","0.1","33.58","","","","","",""
"2016-04-30","CHEVRON USA INC","24","025","Crude Oil","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","120","0.1","33.58","","","","","",""
"2016-04-30","CHEVRON USA INC","26","025","Crude Oil","3201","HONOLU/PEARL, HA","HAWAII","5","945","VIETNAM","239","0.07","35.7","","","","","",""
"2016-04-30","GAS CO","3","251","Propane/Ngl","3202","HILO, HA","HAWAII","5","150","ARGENTINA","19","0","0","","","","","",""
"2016-04-30","GAS CO","1","251","Propane/Ngl","3204","NAWILIWV-POR, HA","HAWAII","5","150","ARGENTINA","20","0","0","","","","","",""
"2016-04-30","GAS CO","2","251","Propane/Ngl","3203","KAHULUI, HA","HAWAII","5","150","ARGENTINA","18","0","0","","","","","",""
"2016-04-30","PAR HAWAII REFINING LLC","2","216","Jet Fuel, Kerosene-Type (Bonded)","3201","HONOLU/PEARL, HA","HAWAII","5","515","KOREA, SOUTH","127","0","0","","","","","",""
"2016-04-30","PAR HAWAII REFINING LLC","1","025","Crude Oil","3201","HONOLU/PEARL, HA","HAWAII","5","805","RUSSIA","714","0.27","35.7","PAR HAWAII REFINING LLC","363","KAPOLEI","HI","HAWAII","5"
"2016-04-30","PAR HAWAII REFINING LLC","3","025","Crude Oil","3201","HONOLU/PEARL, HA","HAWAII","5","805","RUSSIA","710","0.28","35.7","PAR HAWAII REFINING LLC","363","KAPOLEI","HI","HAWAII","5"
"2016-04-30","SIGNATURE FLIGHT SUPPORT","1","216","Jet Fuel, Kerosene-Type (Bonded)","3201","HONOLU/PEARL, HA","HAWAII","5","515","KOREA, SOUTH","115","0","0","","","","","",""
"2016-04-30","SIGNATURE FLIGHT SUPPORT","2","215","Jet Fuel, Kerosene-Type","3201","HONOLU/PEARL, HA","HAWAII","5","515","KOREA, SOUTH","75","0","0","","","","","",""
"2016-05-31","CHEVRON USA INC","91","510","Residual Fuel, Over 1.00% Sulfur","3201","HONOLU/PEARL, HA","HAWAII","5","260","CANADA","85","1.58","0","","","","","",""
"2016-05-31","CHEVRON USA INC","88","465","Distillate, 15 ppm Sulfur and under","3201","HONOLU/PEARL, HA","HAWAII","5","260","CANADA","85","0","0","","","","","",""
"2016-05-31","CHEVRON USA INC","90","215","Jet Fuel, Kerosene-Type","3201","HONOLU/PEARL, HA","HAWAII","5","515","KOREA, SOUTH","15","0","0","","","","","",""
"2016-05-31","CHEVRON USA INC","86","465","Distillate, 15 ppm Sulfur and under","3201","HONOLU/PEARL, HA","HAWAII","5","260","CANADA","20","0","0","","","","","",""
"2016-05-31","CHEVRON USA INC","89","465","Distillate, 15 ppm Sulfur and under","3201","HONOLU/PEARL, HA","HAWAII","5","260","CANADA","20","0","0","","","","","",""
"2016-05-31","CHEVRON USA INC","87","465","Distillate, 15 ppm Sulfur and under","3201","HONOLU/PEARL, HA","HAWAII","5","260","CANADA","29","0","0","","","","","",""
"2016-05-31","CHEVRON USA INC","28","025","Crude Oil","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","130","0.06","33.7","","","","","",""
"2016-05-31","CHEVRON USA INC","30","025","Crude Oil","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","682","0.06","33.7","","","","","",""
"2016-05-31","CHEVRON USA INC","29","025","Crude Oil","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","520","0.06","33.7","","","","","",""
"2016-05-31","GAS CO","2","251","Propane/Ngl","3203","KAHULUI, HA","HAWAII","5","150","ARGENTINA","18","0","0","","","","","",""
"2016-05-31","GAS CO","3","251","Propane/Ngl","3202","HILO, HA","HAWAII","5","150","ARGENTINA","18","0","0","","","","","",""
"2016-05-31","GAS CO","1","251","Propane/Ngl","3204","NAWILIWV-POR, HA","HAWAII","5","150","ARGENTINA","12","0","0","","","","","",""
"2016-05-31","GAS CO","4","251","Propane/Ngl","3201","HONOLU/PEARL, HA","HAWAII","5","150","ARGENTINA","9","0","0","","","","","",""
"2016-05-31","GAS CO","5","251","Propane/Ngl","3201","HONOLU/PEARL, HA","HAWAII","5","887","TRINIDAD AND TOBAGO","19","0","0","","","","","",""
"2016-05-31","GLP ASPHALT LLC","1","931","Asphalt & Road Oil","3201","HONOLU/PEARL, HA","HAWAII","5","830","SPAIN","85","0","0","","","","","",""
"2016-05-31","PAR HAWAII REFINING LLC","4","025","Crude Oil","3201","HONOLU/PEARL, HA","HAWAII","5","910","UNITED ARAB EMIRATES","464","0.78","39.9","PAR HAWAII REFINING LLC","363","KAPOLEI","HI","HAWAII","5"
"2016-05-31","PAR HAWAII REFINING LLC","2","025","Crude Oil","3201","HONOLU/PEARL, HA","HAWAII","5","580","MALAYSIA","536","0.06","38.6","PAR HAWAII REFINING LLC","363","KAPOLEI","HI","HAWAII","5"
"2016-05-31","PAR HAWAII REFINING LLC","6","025","Crude Oil","3201","HONOLU/PEARL, HA","HAWAII","5","580","MALAYSIA","98","0.78","37","PAR HAWAII REFINING LLC","363","KAPOLEI","HI","HAWAII","5"
"2016-05-31","PAR HAWAII REFINING LLC","1","025","Crude Oil","3201","HONOLU/PEARL, HA","HAWAII","5","550","LIBYA","389","0.16","37.4","PAR HAWAII REFINING LLC","363","KAPOLEI","HI","HAWAII","5"
"2016-05-31","PAR HAWAII REFINING LLC","5","025","Crude Oil","3201","HONOLU/PEARL, HA","HAWAII","5","550","LIBYA","901","0.15","36.8","PAR HAWAII REFINING LLC","363","KAPOLEI","HI","HAWAII","5"
"2016-05-31","PAR HAWAII REFINING LLC","3","025","Crude Oil","3201","HONOLU/PEARL, HA","HAWAII","5","550","LIBYA","525","0.15","37.3","PAR HAWAII REFINING LLC","363","KAPOLEI","HI","HAWAII","5"
"2016-05-31","SIGNATURE FLIGHT SUPPORT","1","216","Jet Fuel, Kerosene-Type (Bonded)","3201","HONOLU/PEARL, HA","HAWAII","5","515","KOREA, SOUTH","190","0","0","","","","","",""
"2016-05-31","SIGNATURE FLIGHT SUPPORT","2","215","Jet Fuel, Kerosene-Type","3201","HONOLU/PEARL, HA","HAWAII","5","515","KOREA, SOUTH","125","0","0","","","","","",""
"2016-05-31","WORLD FUEL SERVICES INC","3","215","Jet Fuel, Kerosene-Type","3201","HONOLU/PEARL, HA","HAWAII","5","515","KOREA, SOUTH","160","0","0","","","","","",""
"2016-06-30","CHEVRON USA INC","58","465","Distillate, 15 ppm Sulfur and under","3201","HONOLU/PEARL, HA","HAWAII","5","260","CANADA","21","0","0","","","","","",""
"2016-06-30","CHEVRON USA INC","43","025","Crude Oil","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","229","0.1","33.6","","","","","",""
"2016-06-30","CHEVRON USA INC","42","025","Crude Oil","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","425","0.1","33.6","","","","","",""
"2016-06-30","CHEVRON USA INC","20","025","Crude Oil","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","359","0.1","33.8","","","","","",""
"2016-06-30","CHEVRON USA INC","19","025","Crude Oil","3201","HONOLU/PEARL, HA","HAWAII","5","945","VIETNAM","292","0.04","34.2","","","","","",""
"2016-06-30","GAS CO","3","251","Propane/Ngl","3202","HILO, HA","HAWAII","5","887","TRINIDAD AND TOBAGO","16","0","0","","","","","",""
"2016-06-30","GAS CO","1","251","Propane/Ngl","3204","NAWILIWV-POR, HA","HAWAII","5","887","TRINIDAD AND TOBAGO","10","0","0","","","","","",""
"2016-06-30","GAS CO","4","251","Propane/Ngl","3201","HONOLU/PEARL, HA","HAWAII","5","887","TRINIDAD AND TOBAGO","19","0","0","","","","","",""
"2016-06-30","GAS CO","2","251","Propane/Ngl","3203","KAHULUI, HA","HAWAII","5","887","TRINIDAD AND TOBAGO","14","0","0","","","","","",""
"2016-06-30","PAR HAWAII REFINING LLC","1","216","Jet Fuel, Kerosene-Type (Bonded)","3201","HONOLU/PEARL, HA","HAWAII","5","515","KOREA, SOUTH","99","0","0","","","","","",""
"2016-06-30","PAR HAWAII REFINING LLC","3","025","Crude Oil","3201","HONOLU/PEARL, HA","HAWAII","5","910","UNITED ARAB EMIRATES","997","0.74","40.3","PAR HAWAII REFINING LLC","363","KAPOLEI","HI","HAWAII","5"
"2016-06-30","PAR HAWAII REFINING LLC","2","025","Crude Oil","3201","HONOLU/PEARL, HA","HAWAII","5","805","RUSSIA","1030","0.29","35.5","PAR HAWAII REFINING LLC","363","KAPOLEI","HI","HAWAII","5"
"2016-06-30","SIGNATURE FLIGHT SUPPORT","2","215","Jet Fuel, Kerosene-Type","3201","HONOLU/PEARL, HA","HAWAII","5","515","KOREA, SOUTH","141","0","0","","","","","",""
"2016-06-30","SIGNATURE FLIGHT SUPPORT","1","216","Jet Fuel, Kerosene-Type (Bonded)","3201","HONOLU/PEARL, HA","HAWAII","5","515","KOREA, SOUTH","274","0","0","","","","","",""
"2016-06-30","WORLD FUEL SERVICES INC","4","215","Jet Fuel, Kerosene-Type","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","49","0","0","","","","","",""
"2016-06-30","WORLD FUEL SERVICES INC","3","215","Jet Fuel, Kerosene-Type","3201","HONOLU/PEARL, HA","HAWAII","5","805","RUSSIA","20","0","0","","","","","",""
"2016-06-30","WORLD FUEL SERVICES INC","2","215","Jet Fuel, Kerosene-Type","3201","HONOLU/PEARL, HA","HAWAII","5","580","MALAYSIA","72","0","0","","","","","",""
"2016-07-31","CHEVRON USA INC","97","465","Distillate, 15 ppm Sulfur and under","3201","HONOLU/PEARL, HA","HAWAII","5","260","CANADA","27","0","0","","","","","",""
"2016-07-31","CHEVRON USA INC","103","510","Residual Fuel, Over 1.00% Sulfur","3201","HONOLU/PEARL, HA","HAWAII","5","260","CANADA","101","1.78","0","","","","","",""
"2016-07-31","CHEVRON USA INC","31","025","Crude Oil","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","198","0.1","33.6","","","","","",""
"2016-07-31","CHEVRON USA INC","98","465","Distillate, 15 ppm Sulfur and under","3201","HONOLU/PEARL, HA","HAWAII","5","260","CANADA","20","0","0","","","","","",""
"2016-07-31","CHEVRON USA INC","28","025","Crude Oil","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","152","0.09","30.6","","","","","",""
"2016-07-31","CHEVRON USA INC","32","025","Crude Oil","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","463","0.1","33.6","","","","","",""
"2016-07-31","CHEVRON USA INC","30","025","Crude Oil","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","249","0.1","33.7","","","","","",""
"2016-07-31","CHEVRON USA INC","29","025","Crude Oil","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","249","0.1","33.7","","","","","",""
"2016-07-31","GAS CO","2","251","Propane/Ngl","3203","KAHULUI, HA","HAWAII","5","515","KOREA, SOUTH","18","0","0","","","","","",""
"2016-07-31","GAS CO","3","251","Propane/Ngl","3202","HILO, HA","HAWAII","5","515","KOREA, SOUTH","20","0","0","","","","","",""
"2016-07-31","GAS CO","1","251","Propane/Ngl","3204","NAWILIWV-POR, HA","HAWAII","5","515","KOREA, SOUTH","21","0","0","","","","","",""
"2016-07-31","GLP ASPHALT LLC","1","931","Asphalt & Road Oil","3201","HONOLU/PEARL, HA","HAWAII","5","515","KOREA, SOUTH","43","0","0","","","","","",""
"2016-07-31","PAR HAWAII REFINING LLC","1","216","Jet Fuel, Kerosene-Type (Bonded)","3201","HONOLU/PEARL, HA","HAWAII","5","490","JAPAN","295","0","0","","","","","",""
"2016-07-31","PAR HAWAII REFINING LLC","2","025","Crude Oil","3201","HONOLU/PEARL, HA","HAWAII","5","805","RUSSIA","705","0.29","34.9","PAR HAWAII REFINING LLC","363","KAPOLEI","HI","HAWAII","5"
"2016-07-31","SIGNATURE FLIGHT SUPPORT","1","216","Jet Fuel, Kerosene-Type (Bonded)","3201","HONOLU/PEARL, HA","HAWAII","5","515","KOREA, SOUTH","195","0","0","","","","","",""
"2016-07-31","SIGNATURE FLIGHT SUPPORT","2","215","Jet Fuel, Kerosene-Type","3201","HONOLU/PEARL, HA","HAWAII","5","515","KOREA, SOUTH","121","0","0","","","","","",""
"2016-07-31","SIGNATURE FLIGHT SUPPORT","3","216","Jet Fuel, Kerosene-Type (Bonded)","3201","HONOLU/PEARL, HA","HAWAII","5","490","JAPAN","295","0","0","","","","","",""
"2016-07-31","WORLD FUEL SERVICES INC","3","215","Jet Fuel, Kerosene-Type","3201","HONOLU/PEARL, HA","HAWAII","5","515","KOREA, SOUTH","121","0","0","","","","","",""
"2016-07-31","WORLD FUEL SERVICES INC","2","215","Jet Fuel, Kerosene-Type","3201","HONOLU/PEARL, HA","HAWAII","5","490","JAPAN","20","0","0","","","","","",""
"2016-08-31","CHEVRON USA INC","102","510","Residual Fuel, Over 1.00% Sulfur","3201","HONOLU/PEARL, HA","HAWAII","5","260","CANADA","83","1.72","0","","","","","",""
"2016-08-31","CHEVRON USA INC","1","025","Crude Oil","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","234","0.56","32.2","","","","","",""
"2016-08-31","CHEVRON USA INC","97","465","Distillate, 15 ppm Sulfur and under","3201","HONOLU/PEARL, HA","HAWAII","5","260","CANADA","38","0","0","","","","","",""
"2016-08-31","CHEVRON USA INC","98","465","Distillate, 15 ppm Sulfur and under","3201","HONOLU/PEARL, HA","HAWAII","5","260","CANADA","20","0","0","","","","","",""
"2016-08-31","CHEVRON USA INC","2","025","Crude Oil","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","434","0.11","30.8","","","","","",""
"2016-08-31","CHEVRON USA INC","3","025","Crude Oil","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","205","1.41","30.2","","","","","",""
"2016-08-31","CHEVRON USA INC","4","025","Crude Oil","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","478","3.5","21.4","","","","","",""
"2016-08-31","GAS CO","2","251","Propane/Ngl","3203","KAHULUI, HA","HAWAII","5","515","KOREA, SOUTH","17","0","0","","","","","",""
"2016-08-31","GAS CO","3","251","Propane/Ngl","3202","HILO, HA","HAWAII","5","515","KOREA, SOUTH","20","0","0","","","","","",""
"2016-08-31","GAS CO","1","251","Propane/Ngl","3204","NAWILIWV-POR, HA","HAWAII","5","515","KOREA, SOUTH","23","0","0","","","","","",""
"2016-08-31","PAR HAWAII REFINING LLC","1","216","Jet Fuel, Kerosene-Type (Bonded)","3201","HONOLU/PEARL, HA","HAWAII","5","490","JAPAN","315","0","0","","","","","",""
"2016-08-31","PAR HAWAII REFINING LLC","2","457","Distillate, <= 15 Ppm Sulfur (Bonded)","3201","HONOLU/PEARL, HA","HAWAII","5","490","JAPAN","44","0","0","","","","","",""
"2016-08-31","PAR HAWAII REFINING LLC","3","025","Crude Oil","3201","HONOLU/PEARL, HA","HAWAII","5","910","UNITED ARAB EMIRATES","501","0.72","39.9","PAR HAWAII REFINING LLC","363","KAPOLEI","HI","HAWAII","5"
"2016-08-31","PAR HAWAII REFINING LLC","4","025","Crude Oil","3201","HONOLU/PEARL, HA","HAWAII","5","550","LIBYA","522","0.18","36.5","PAR HAWAII REFINING LLC","363","KAPOLEI","HI","HAWAII","5"
"2016-08-31","SIGNATURE FLIGHT SUPPORT","2","215","Jet Fuel, Kerosene-Type","3201","HONOLU/PEARL, HA","HAWAII","5","515","KOREA, SOUTH","120","0","0","","","","","",""
"2016-08-31","SIGNATURE FLIGHT SUPPORT","1","216","Jet Fuel, Kerosene-Type (Bonded)","3201","HONOLU/PEARL, HA","HAWAII","5","515","KOREA, SOUTH","195","0","0","","","","","",""
"2016-08-31","SIGNATURE FLIGHT SUPPORT","3","216","Jet Fuel, Kerosene-Type (Bonded)","3201","HONOLU/PEARL, HA","HAWAII","5","490","JAPAN","315","0","0","","","","","",""
"2016-08-31","WORLD FUEL SERVICES INC","2","215","Jet Fuel, Kerosene-Type","3201","HONOLU/PEARL, HA","HAWAII","5","515","KOREA, SOUTH","120","0","0","","","","","",""
"2016-09-30","CHEVRON USA INC","83","510","Residual Fuel, Over 1.00% Sulfur","3201","HONOLU/PEARL, HA","HAWAII","5","260","CANADA","98","1.54","0","","","","","",""
"2016-09-30","CHEVRON USA INC","80","465","Distillate, 15 ppm Sulfur and under","3201","HONOLU/PEARL, HA","HAWAII","5","260","CANADA","32","0","0","","","","","",""
"2016-09-30","CHEVRON USA INC","82","510","Residual Fuel, Over 1.00% Sulfur","3201","HONOLU/PEARL, HA","HAWAII","5","260","CANADA","87","1.78","0","","","","","",""
"2016-09-30","CHEVRON USA INC","3","025","Crude Oil","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","268","0.1","33.6","","","","","",""
"2016-09-30","CHEVRON USA INC","2","025","Crude Oil","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","307","0.1","33.7","","","","","",""
"2016-09-30","CHEVRON USA INC","4","025","Crude Oil","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","403","0.1","33.6","","","","","",""
"2016-09-30","CHEVRON USA INC","1","025","Crude Oil","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","375","0.1","33.7","","","","","",""
"2016-09-30","CHEVRON USA INC","79","465","Distillate, 15 ppm Sulfur and under","3201","HONOLU/PEARL, HA","HAWAII","5","260","CANADA","15","0","0","","","","","",""
"2016-09-30","EPSILON TRADING LLC","1","215","Jet Fuel, Kerosene-Type","3201","HONOLU/PEARL, HA","HAWAII","5","515","KOREA, SOUTH","65","0","0","","","","","",""
"2016-09-30","EPSILON TRADING LLC","4","215","Jet Fuel, Kerosene-Type","3201","HONOLU/PEARL, HA","HAWAII","5","490","JAPAN","12","0","0","","","","","",""
"2016-09-30","GAS CO","4","251","Propane/Ngl","3201","HONOLU/PEARL, HA","HAWAII","5","320","DOMINICAN REPUBLIC","18","0","0","","","","","",""
"2016-09-30","GAS CO","3","251","Propane/Ngl","3202","HILO, HA","HAWAII","5","320","DOMINICAN REPUBLIC","14","0","0","","","","","",""
"2016-09-30","GAS CO","1","251","Propane/Ngl","3204","NAWILIWV-POR, HA","HAWAII","5","320","DOMINICAN REPUBLIC","12","0","0","","","","","",""
"2016-09-30","GAS CO","2","251","Propane/Ngl","3203","KAHULUI, HA","HAWAII","5","320","DOMINICAN REPUBLIC","16","0","0","","","","","",""
"2016-09-30","GLP ASPHALT LLC","1","931","Asphalt & Road Oil","3201","HONOLU/PEARL, HA","HAWAII","5","830","SPAIN","40","0","0","","","","","",""
"2016-09-30","PAR HAWAII REFINING LLC","3","025","Crude Oil","3201","HONOLU/PEARL, HA","HAWAII","5","910","UNITED ARAB EMIRATES","595","0.78","39.9","PAR HAWAII REFINING LLC","363","KAPOLEI","HI","HAWAII","5"
"2016-09-30","PAR HAWAII REFINING LLC","4","025","Crude Oil","3201","HONOLU/PEARL, HA","HAWAII","5","160","AUSTRALIA","160","0.12","41.9","PAR HAWAII REFINING LLC","363","KAPOLEI","HI","HAWAII","5"
"2016-09-30","PAR HAWAII REFINING LLC","1","025","Crude Oil","3201","HONOLU/PEARL, HA","HAWAII","5","805","RUSSIA","734","0.29","35","PAR HAWAII REFINING LLC","363","KAPOLEI","HI","HAWAII","5"
"2016-09-30","PAR HAWAII REFINING LLC","2","025","Crude Oil","3201","HONOLU/PEARL, HA","HAWAII","5","550","LIBYA","124","0.15","36.6","PAR HAWAII REFINING LLC","363","KAPOLEI","HI","HAWAII","5"
"2016-09-30","SIGNATURE FLIGHT SUPPORT","1","216","Jet Fuel, Kerosene-Type (Bonded)","3201","HONOLU/PEARL, HA","HAWAII","5","515","KOREA, SOUTH","195","0","0","","","","","",""
"2016-09-30","SIGNATURE FLIGHT SUPPORT","2","215","Jet Fuel, Kerosene-Type","3201","HONOLU/PEARL, HA","HAWAII","5","515","KOREA, SOUTH","121","0","0","","","","","",""
"2016-09-30","SIGNATURE FLIGHT SUPPORT","3","216","Jet Fuel, Kerosene-Type (Bonded)","3201","HONOLU/PEARL, HA","HAWAII","5","490","JAPAN","140","0","0","","","","","",""
"2016-09-30","WORLD FUEL SERVICES INC","1","215","Jet Fuel, Kerosene-Type","3201","HONOLU/PEARL, HA","HAWAII","5","515","KOREA, SOUTH","121","0","0","","","","","",""
"2016-10-31","CHEVRON USA INC","57","465","Distillate, 15 ppm Sulfur and under","3201","HONOLU/PEARL, HA","HAWAII","5","260","CANADA","15","0","0","","","","","",""
"2016-10-31","CHEVRON USA INC","58","510","Residual Fuel, Over 1.00% Sulfur","3201","HONOLU/PEARL, HA","HAWAII","5","260","CANADA","96","1.55","0","","","","","",""
"2016-10-31","CHEVRON USA INC","33","025","Crude Oil","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","163","0.1","33.2","","","","","",""
"2016-10-31","CHEVRON USA INC","35","025","Crude Oil","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","489","0.1","33.2","","","","","",""
"2016-10-31","CHEVRON USA INC","56","465","Distillate, 15 ppm Sulfur and under","3201","HONOLU/PEARL, HA","HAWAII","5","260","CANADA","31","0","0","","","","","",""
"2016-10-31","CHEVRON USA INC","23","025","Crude Oil","3201","HONOLU/PEARL, HA","HAWAII","5","945","VIETNAM","74","0.04","33.9","","","","","",""
"2016-10-31","CHEVRON USA INC","24","025","Crude Oil","3201","HONOLU/PEARL, HA","HAWAII","5","945","VIETNAM","223","0.04","33.9","","","","","",""
"2016-10-31","CHEVRON USA INC","25","025","Crude Oil","3201","HONOLU/PEARL, HA","HAWAII","5","580","MALAYSIA","298","0.09","35.6","","","","","",""
"2016-10-31","EPSILON TRADING LLC","1","215","Jet Fuel, Kerosene-Type","3201","HONOLU/PEARL, HA","HAWAII","5","515","KOREA, SOUTH","125","0","0","","","","","",""
"2016-10-31","EPSILON TRADING LLC","1","215","Jet Fuel, Kerosene-Type","3201","HONOLU/PEARL, HA","HAWAII","5","490","JAPAN","0","0","0","","","","","",""
"2016-10-31","GAS CO","1","251","Propane/Ngl","3204","NAWILIWV-POR, HA","HAWAII","5","160","AUSTRALIA","8","0","0","","","","","",""
"2016-10-31","GAS CO","3","251","Propane/Ngl","3202","HILO, HA","HAWAII","5","160","AUSTRALIA","20","0","0","","","","","",""
"2016-10-31","GAS CO","4","251","Propane/Ngl","3201","HONOLU/PEARL, HA","HAWAII","5","160","AUSTRALIA","17","0","0","","","","","",""
"2016-10-31","GAS CO","2","251","Propane/Ngl","3203","KAHULUI, HA","HAWAII","5","160","AUSTRALIA","14","0","0","","","","","",""
"2016-10-31","PAR HAWAII REFINING LLC","1","025","Crude Oil","3201","HONOLU/PEARL, HA","HAWAII","5","805","RUSSIA","699","0.3","35.2","PAR HAWAII REFINING LLC","363","KAPOLEI","HI","HAWAII","5"
"2016-10-31","SIGNATURE FLIGHT SUPPORT","1","216","Jet Fuel, Kerosene-Type (Bonded)","3201","HONOLU/PEARL, HA","HAWAII","5","515","KOREA, SOUTH","215","0","0","","","","","",""
"2016-10-31","SIGNATURE FLIGHT SUPPORT","2","215","Jet Fuel, Kerosene-Type","3201","HONOLU/PEARL, HA","HAWAII","5","515","KOREA, SOUTH","100","0","0","","","","","",""
"2016-10-31","SIGNATURE FLIGHT SUPPORT","3","216","Jet Fuel, Kerosene-Type (Bonded)","3201","HONOLU/PEARL, HA","HAWAII","5","490","JAPAN","125","0","0","","","","","",""
"2016-10-31","WORLD FUEL SERVICES INC","1","215","Jet Fuel, Kerosene-Type","3201","HONOLU/PEARL, HA","HAWAII","5","515","KOREA, SOUTH","315","0","0","","","","","",""
"2016-11-30","CHEVRON USA INC","74","465","Distillate, 15 ppm Sulfur and under","3201","HONOLU/PEARL, HA","HAWAII","5","260","CANADA","15","0","0","","","","","",""
"2016-11-30","CHEVRON USA INC","78","510","Residual Fuel, Over 1.00% Sulfur","3201","HONOLU/PEARL, HA","HAWAII","5","260","CANADA","65","1.55","0","","","","","",""
"2016-11-30","CHEVRON USA INC","75","465","Distillate, 15 ppm Sulfur and under","3201","HONOLU/PEARL, HA","HAWAII","5","260","CANADA","55","0","0","","","","","",""
"2016-11-30","EPSILON TRADING LLC","2","215","Jet Fuel, Kerosene-Type","3201","HONOLU/PEARL, HA","HAWAII","5","910","UNITED ARAB EMIRATES","0","0","0","","","","","",""
"2016-11-30","EPSILON TRADING LLC","3","215","Jet Fuel, Kerosene-Type","3201","HONOLU/PEARL, HA","HAWAII","5","580","MALAYSIA","0","0","0","","","","","",""
"2016-11-30","GAS CO","1","251","Propane/Ngl","3204","NAWILIWV-POR, HA","HAWAII","5","160","AUSTRALIA","23","0","0","","","","","",""
"2016-11-30","GAS CO","4","251","Propane/Ngl","3201","HONOLU/PEARL, HA","HAWAII","5","160","AUSTRALIA","0","0","0","","","","","",""
"2016-11-30","GAS CO","2","251","Propane/Ngl","3203","KAHULUI, HA","HAWAII","5","160","AUSTRALIA","17","0","0","","","","","",""
"2016-11-30","GAS CO","3","251","Propane/Ngl","3202","HILO, HA","HAWAII","5","160","AUSTRALIA","18","0","0","","","","","",""
"2016-11-30","GAS CO","4","251","Propane/Ngl","3201","HONOLU/PEARL, HA","HAWAII","5","887","TRINIDAD AND TOBAGO","10","0","0","","","","","",""
"2016-11-30","PAR HAWAII REFINING LLC","2","025","Crude Oil","3201","HONOLU/PEARL, HA","HAWAII","5","910","UNITED ARAB EMIRATES","192","0.75","40.2","PAR HAWAII REFINING LLC","363","KAPOLEI","HI","HAWAII","5"
